t_ms,id,x,y,vx,vy,v,x_plus_1,y_plus_1
675500,117,0.068000,2.480000,0.116571,-0.116571,0.164857,0.310857,2.800571
675750,117,0.165143,2.489714,0.388571,0.038857,0.390509,0.184571,2.237143
676000,117,0.660571,2.888000,1.981714,1.593143,2.542695,-0.301143,1.955429
676500,117,0.310857,2.800571,-0.699429,-0.174857,0.720954,-1.136571,1.226857
676750,117,0.184571,2.237143,-0.505143,-2.253714,2.309631,-1.214286,1.246286
677000,117,-0.301143,1.955429,-1.942857,-1.126857,2.245997,-1.146286,1.217143
677250,117,-0.786857,1.469714,-1.942857,-1.942857,2.747615,NaN,NaN
677500,117,-1.136571,1.226857,-1.398857,-0.971429,1.703078,NaN,NaN
677750,117,-1.214286,1.246286,-0.310857,0.077714,0.320424,NaN,NaN
678000,117,-1.146286,1.217143,0.272000,-0.116571,0.295927,NaN,NaN
693750,120,0.291429,1.518286,-0.077714,1.632000,1.633849,-0.019429,2.722857
694250,120,-0.029143,2.120571,-0.641143,1.204571,1.364572,-0.077714,2.868571
694500,120,0.126286,2.373143,0.621714,1.010286,1.186257,NaN,NaN
694750,120,-0.019429,2.722857,-0.582857,1.398857,1.515429,-0.310857,2.800571
695250,120,-0.077714,2.868571,-0.116571,0.291429,0.313878,-0.272000,2.606286
695750,120,-0.310857,2.800571,-0.466286,-0.136000,0.485714,0.048571,2.295429
696000,120,-0.038857,2.839429,1.088000,0.155429,1.099046,0.310857,1.877714
696250,120,-0.272000,2.606286,-0.932571,-0.932571,1.318855,0.213714,1.430857
696500,120,-0.136000,2.412000,0.544000,-0.777143,0.948624,0.437143,1.178286
696750,120,0.048571,2.295429,0.738286,-0.466286,0.873206,NaN,NaN
697000,120,0.310857,1.877714,1.049143,-1.670857,1.972933,NaN,NaN
697250,120,0.213714,1.430857,-0.388571,-1.787429,1.829177,NaN,NaN
697500,120,0.437143,1.178286,0.893714,-1.010286,1.348852,NaN,NaN
717750,123,-2.098286,3.441714,0.038857,0.000000,0.038857,-2.108000,3.441714
718000,123,-2.098286,3.441714,0.000000,0.000000,0.000000,-2.108000,3.441714
718250,123,-2.117714,3.441714,-0.077714,0.000000,0.077714,NaN,NaN
718500,123,-2.098286,3.441714,0.077714,0.000000,0.077714,NaN,NaN
718750,123,-2.108000,3.441714,-0.038857,0.000000,0.038857,NaN,NaN
719000,123,-2.108000,3.441714,0.000000,0.000000,0.000000,-2.710286,3.441714
720000,123,-2.710286,3.441714,-0.602286,0.000000,0.602286,-2.710286,3.441714
720250,123,-2.710286,3.441714,0.000000,0.000000,0.000000,NaN,NaN
720500,123,-2.700571,3.441714,0.038857,0.000000,0.038857,-2.710286,3.441714
720750,123,-2.710286,3.441714,-0.038857,0.000000,0.038857,NaN,NaN
721000,123,-2.710286,3.441714,0.000000,0.000000,0.000000,NaN,NaN
721500,123,-2.710286,3.441714,0.000000,0.000000,0.000000,NaN,NaN
729000,125,0.126286,1.324000,-0.816000,0.505143,0.959701,-0.602286,1.984571
729250,125,-0.136000,1.469714,-1.049143,0.582857,1.200176,-0.816000,1.877714
729500,125,-0.204000,1.566857,-0.272000,0.388571,0.474312,NaN,NaN
729750,125,-0.165143,1.528000,0.155429,-0.155429,0.219809,-1.068571,2.013714
730000,125,-0.602286,1.984571,-1.748571,1.826286,2.528403,-1.078286,2.023429
730250,125,-0.816000,1.877714,-0.854857,-0.427429,0.955759,-1.078286,2.013714
730750,125,-1.068571,2.013714,-0.505143,0.272000,0.573719,-1.078286,2.023429
731000,125,-1.078286,2.023429,-0.038857,0.038857,0.054952,-1.146286,1.965143
731250,125,-1.078286,2.013714,0.000000,-0.038857,0.038857,-1.088000,2.033143
731500,125,-1.068571,2.042857,0.038857,0.116571,0.122877,-1.068571,2.091429
731750,125,-1.078286,2.023429,-0.038857,-0.077714,0.086887,-1.088000,2.052571
732000,125,-1.146286,1.965143,-0.272000,-0.233143,0.358245,-1.224000,2.684000
732250,125,-1.088000,2.033143,0.233143,0.272000,0.358245,-1.088000,2.052571
732500,125,-1.068571,2.091429,0.077714,0.233143,0.245754,NaN,NaN
732750,125,-1.088000,2.052571,-0.077714,-0.155429,0.173774,NaN,NaN
733000,125,-1.224000,2.684000,-0.544000,2.525714,2.583635,NaN,NaN
733250,125,-1.088000,2.052571,0.544000,-2.525714,2.583635,NaN,NaN
742000,129,0.301143,2.907429,0.291429,0.097143,0.307193,0.680000,2.771429
742250,129,0.553714,2.868571,1.010286,-0.155429,1.022172,0.553714,2.829714
742500,129,0.670286,2.742286,0.466286,-0.505143,0.687453,0.388571,2.878286
742750,129,0.757714,2.790857,0.349714,0.194286,0.400059,NaN,NaN
743000,129,0.680000,2.771429,-0.310857,-0.077714,0.320424,NaN,NaN
743250,129,0.553714,2.829714,-0.505143,0.233143,0.556350,NaN,NaN
743500,129,0.388571,2.878286,-0.660571,0.194286,0.688550,0.913143,2.771429
744500,129,0.913143,2.771429,0.524571,-0.106857,0.535344,1.194857,2.295429
745250,129,1.146286,2.577143,0.310857,-0.259048,0.404645,NaN,NaN
745500,129,1.194857,2.295429,0.194286,-1.126857,1.143483,NaN,NaN
744250,130,-2.710286,3.441714,0.038857,0.000000,0.038857,-2.700571,3.441714
744500,130,-2.710286,3.441714,0.000000,0.000000,0.000000,NaN,NaN
744750,130,-2.710286,3.441714,0.000000,0.000000,0.000000,NaN,NaN
745000,130,-2.700571,3.441714,0.038857,0.000000,0.038857,NaN,NaN
745250,130,-2.700571,3.441714,0.000000,0.000000,0.000000,NaN,NaN
746500,130,-2.710286,3.441714,-0.007771,0.000000,0.007771,NaN,NaN
746750,130,-2.720000,3.441714,-0.038857,0.000000,0.038857,NaN,NaN
747000,130,-2.720000,3.441714,0.000000,0.000000,0.000000,NaN,NaN
747250,130,-2.720000,3.441714,0.000000,0.000000,0.000000,NaN,NaN
752500,131,0.514857,1.770857,-2.137143,0.233143,2.149822,-1.233714,1.246286
752750,131,0.029143,1.576571,-1.942857,-0.777143,2.092521,-1.457143,1.421143
753000,131,-0.340000,1.440571,-1.476571,-0.544000,1.573594,NaN,NaN
753250,131,-0.748000,1.362857,-1.632000,-0.310857,1.661342,NaN,NaN
753500,131,-1.233714,1.246286,-1.942857,-0.466286,1.998028,NaN,NaN
753750,131,-1.457143,1.421143,-0.893714,0.699429,1.134868,NaN,NaN
766750,132,-0.670286,2.431429,1.321143,-0.893714,1.595037,1.272571,1.489143
767000,132,-0.155429,2.033143,2.059429,-1.593143,2.603719,1.573714,1.362857
767250,132,0.417714,1.897143,2.292571,-0.544000,2.356230,NaN,NaN
767500,132,0.728571,1.625143,1.243429,-1.088000,1.652228,NaN,NaN
767750,132,1.272571,1.489143,2.176000,-0.544000,2.242969,NaN,NaN
768000,132,1.573714,1.362857,1.204571,-0.505143,1.306201,NaN,NaN
771750,133,1.651429,2.149714,-2.331429,0.077714,2.332723,-0.524571,1.498857
772000,133,0.874286,1.936000,-3.108571,-0.854857,3.223972,-1.039429,1.265714
772250,133,0.563429,1.732000,-1.243429,-0.816000,1.487270,-1.330857,1.343429
772500,133,-0.194286,1.664000,-3.030857,-0.272000,3.043038,NaN,NaN
772750,133,-0.524571,1.498857,-1.321143,-0.660571,1.477083,NaN,NaN
773000,133,-1.039429,1.265714,-2.059429,-0.932571,2.260738,NaN,NaN
773250,133,-1.330857,1.343429,-1.165714,0.310857,1.206450,NaN,NaN
785250,134,-1.428000,3.315429,0.000000,-0.388571,0.388571,-1.146286,3.402857
786250,134,-1.146286,3.402857,0.281714,0.087429,0.294969,-0.777143,2.353714
786500,134,-1.204571,2.664571,-0.233143,-2.953143,2.962332,-0.544000,1.790286
786750,134,-0.971429,2.295429,0.932571,-1.476571,1.746411,-0.485714,1.673714
787000,134,-0.806286,2.178857,0.660571,-0.466286,0.808565,-0.330286,1.751429
787250,134,-0.777143,2.353714,0.116571,0.699429,0.709076,-0.291429,1.537714
787500,134,-0.544000,1.790286,0.932571,-2.253714,2.439040,-0.068000,1.401714
787750,134,-0.485714,1.673714,0.233143,-0.466286,0.521323,-0.155429,1.460000
788000,134,-0.330286,1.751429,0.621714,0.310857,0.695098,NaN,NaN
788250,134,-0.291429,1.537714,0.155429,-0.854857,0.868872,NaN,NaN
788500,134,-0.068000,1.401714,0.893714,-0.544000,1.046261,NaN,NaN
788750,134,-0.155429,1.460000,-0.349714,0.233143,0.420304,NaN,NaN
796500,136,-0.145714,1.460000,-0.582857,0.641143,0.866479,-0.660571,2.324571
796750,136,-0.272000,1.566857,-0.505143,0.427429,0.661713,-1.165714,3.373714
797000,136,-0.204000,1.537714,0.272000,-0.116571,0.295927,NaN,NaN
797250,136,-0.524571,2.120571,-1.282286,2.331429,2.660792,-1.253143,3.024000
797500,136,-0.660571,2.324571,-0.544000,0.816000,0.980710,-1.301714,3.257143
797750,136,-1.165714,3.373714,-2.020571,4.196571,4.657673,NaN,NaN
798250,136,-1.253143,3.024000,-0.174857,-0.699429,0.720954,NaN,NaN
798500,136,-1.301714,3.257143,-0.194286,0.932571,0.952595,NaN,NaN
810500,137,-1.340571,1.353143,0.621714,0.466286,0.777143,-0.456571,1.362857
810750,137,-1.253143,1.197714,0.349714,-0.621714,0.713322,-0.262286,1.411429
811000,137,-1.146286,1.197714,0.427429,0.000000,0.427429,0.106857,1.324000
811250,137,-1.146286,1.188000,0.000000,-0.038857,0.038857,0.349714,1.382286
811500,137,-0.456571,1.362857,2.758857,0.699429,2.846137,0.631429,1.392000
811750,137,-0.262286,1.411429,0.777143,0.194286,0.801061,0.796571,1.275429
812000,137,0.106857,1.324000,1.476571,-0.349714,1.517420,0.718857,1.304571
812250,137,0.349714,1.382286,0.971429,0.233143,0.999014,NaN,NaN
812500,137,0.631429,1.392000,1.126857,0.038857,1.127527,NaN,NaN
812750,137,0.796571,1.275429,0.660571,-0.466286,0.808565,NaN,NaN
813000,137,0.718857,1.304571,-0.310857,0.116571,0.331996,NaN,NaN
818750,139,1.039429,2.169143,-1.165714,-0.174857,1.178756,-0.048571,2.402286
819000,139,0.670286,2.169143,-1.476571,0.000000,1.476571,-0.320571,2.548000
819250,139,0.582857,2.208000,-0.349714,0.155429,0.382698,-0.223429,2.567429
819500,139,0.301143,2.324571,-1.126857,0.466286,1.219520,-0.116571,2.548000
819750,139,-0.048571,2.402286,-1.398857,0.310857,1.432981,NaN,NaN
820000,139,-0.320571,2.548000,-1.088000,0.582857,1.234288,NaN,NaN
820250,139,-0.223429,2.567429,0.388571,0.077714,0.396267,NaN,NaN
820500,139,-0.116571,2.548000,0.427429,-0.077714,0.434436,NaN,NaN
828000,141,-1.301714,2.732571,0.349714,-1.360000,1.404244,-0.359429,1.926286
828250,141,-1.204571,2.518857,0.388571,-0.854857,0.939025,-0.310857,1.858286
828500,141,-0.903429,2.392571,1.204571,-0.505143,1.306201,-0.145714,1.809714
828750,141,-0.660571,2.120571,0.971429,-1.088000,1.458567,0.340000,1.683429
829000,141,-0.359429,1.926286,1.204571,-0.777143,1.433507,0.505143,1.634857
829250,141,-0.310857,1.858286,0.194286,-0.272000,0.334262,0.437143,1.654286
829500,141,-0.145714,1.809714,0.660571,-0.194286,0.688550,1.126857,1.353143
829750,141,0.340000,1.683429,1.942857,-0.505143,2.007452,NaN,NaN
830000,141,0.505143,1.634857,0.660571,-0.194286,0.688550,NaN,NaN
830250,141,0.437143,1.654286,-0.272000,0.077714,0.282884,NaN,NaN
830500,141,1.126857,1.353143,2.758857,-1.204571,3.010363,NaN,NaN
835750,142,0.835429,1.596000,-1.191619,-0.246095,1.216766,-0.388571,1.188000
836250,142,0.204000,1.382286,-1.262857,-0.427429,1.333230,NaN,NaN
836500,142,-0.116571,1.294857,-1.282286,-0.349714,1.329119,-1.185143,1.285143
836750,142,-0.388571,1.188000,-1.088000,-0.427429,1.168948,-1.311429,1.304571
837500,142,-1.185143,1.285143,-1.062095,0.129524,1.069964,NaN,NaN
837750,142,-1.311429,1.304571,-0.505143,0.077714,0.511086,NaN,NaN
838000,142,-1.272571,1.246286,0.155429,-0.233143,0.280203,NaN,NaN
846000,145,-1.058857,1.430857,1.049143,0.388571,1.118789,0.126286,3.043429
846250,145,-1.165714,1.401714,-0.427429,-0.116571,0.443040,NaN,NaN
846500,145,-0.369143,2.120571,3.186286,2.875429,4.291912,NaN,NaN
846750,145,0.068000,2.538286,1.748571,1.670857,2.418526,NaN,NaN
847000,145,0.126286,3.043429,0.233143,2.020571,2.033978,NaN,NaN
875000,150,1.146286,2.305143,-0.446857,-0.097143,0.457294,NaN,NaN
875250,150,0.961714,2.314857,-0.738286,0.038857,0.739308,0.437143,1.916571
875500,150,1.117143,2.285714,0.621714,-0.116571,0.632548,0.349714,1.790286
875750,150,0.573143,2.198286,-2.176000,-0.349714,2.203923,0.330286,1.732000
876250,150,0.437143,1.916571,-0.272000,-0.563429,0.625648,0.165143,1.372571
876500,150,0.349714,1.790286,-0.349714,-0.505143,0.614385,0.048571,1.168571
876750,150,0.330286,1.732000,-0.077714,-0.233143,0.245754,NaN,NaN
877000,150,0.291429,1.654286,-0.155429,-0.310857,0.347549,-0.223429,1.188000
877250,150,0.165143,1.372571,-0.505143,-1.126857,1.234899,NaN,NaN
877500,150,0.048571,1.168571,-0.466286,-0.816000,0.939829,-0.505143,1.110286
878000,150,-0.223429,1.188000,-0.544000,0.038857,0.545386,NaN,NaN
878500,150,-0.505143,1.110286,-0.563429,-0.155429,0.584474,-1.175429,1.217143
878750,150,-0.563429,1.120000,-0.233143,0.038857,0.236359,-1.185143,1.314286
879250,150,-0.990857,1.256000,-0.854857,0.272000,0.897087,-1.311429,1.294857
879500,150,-1.175429,1.217143,-0.738286,-0.155429,0.754469,NaN,NaN
879750,150,-1.185143,1.314286,-0.038857,0.388571,0.390509,NaN,NaN
880000,150,-1.321143,1.324000,-0.544000,0.038857,0.545386,NaN,NaN
880250,150,-1.311429,1.294857,0.038857,-0.116571,0.122877,NaN,NaN
883500,152,-2.768571,3.383429,0.000000,-0.038857,0.038857,-2.768571,3.383429
883750,152,-2.768571,3.393143,0.000000,0.038857,0.038857,-2.768571,3.383429
884000,152,-2.749143,3.402857,0.077714,0.038857,0.086887,-2.768571,3.383429
884250,152,-2.768571,3.393143,-0.077714,-0.038857,0.086887,-2.768571,3.383429
884500,152,-2.768571,3.383429,0.000000,-0.038857,0.038857,-2.700571,3.441714
884750,152,-2.768571,3.383429,0.000000,0.000000,0.000000,-2.700571,3.441714
885000,152,-2.768571,3.383429,0.000000,0.000000,0.000000,-2.700571,3.441714
885250,152,-2.768571,3.383429,0.000000,0.000000,0.000000,-2.700571,3.441714
885500,152,-2.700571,3.441714,0.272000,0.233143,0.358245,-2.700571,3.441714
885750,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.441714
886000,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.441714
886250,152,-2.700571,3.441714,0.000000,0.000000,0.000000,NaN,NaN
886500,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.441714
886750,152,-2.700571,3.441714,0.000000,0.000000,0.000000,NaN,NaN
887000,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.441714
887500,152,-2.700571,3.441714,0.000000,0.000000,0.000000,NaN,NaN
888000,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.441714
889000,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.451429
889250,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.690857,3.451429
889500,152,-2.700571,3.441714,0.000000,0.000000,0.000000,-2.700571,3.451429
889750,152,-2.700571,3.451429,0.000000,0.038857,0.038857,-2.700571,3.451429
890000,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
890250,152,-2.690857,3.451429,0.038857,0.000000,0.038857,NaN,NaN
890500,152,-2.700571,3.451429,-0.038857,0.000000,0.038857,NaN,NaN
890750,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
891000,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.690857,3.451429
891750,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
892000,152,-2.690857,3.451429,0.038857,0.000000,0.038857,-2.700571,3.451429
892250,152,-2.700571,3.451429,-0.038857,0.000000,0.038857,-2.195429,3.373714
892500,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.176000,3.364000
892750,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.195429,3.364000
893000,152,-2.700571,3.451429,0.000000,0.000000,0.000000,NaN,NaN
893250,152,-2.195429,3.373714,2.020571,-0.310857,2.044344,-2.700571,3.451429
893500,152,-2.176000,3.364000,0.077714,-0.038857,0.086887,-2.700571,3.451429
893750,152,-2.195429,3.364000,-0.077714,0.000000,0.077714,NaN,NaN
894250,152,-2.700571,3.451429,-1.010286,0.174857,1.025306,-2.214857,3.373714
894500,152,-2.700571,3.451429,0.000000,0.000000,0.000000,NaN,NaN
895250,152,-2.214857,3.373714,0.647619,-0.103619,0.655856,-2.778286,3.402857
896250,152,-2.778286,3.402857,-0.563429,0.029143,0.564182,-2.710286,3.441714
896750,152,-2.700571,3.441714,0.155429,0.077714,0.173774,-2.720000,3.451429
897000,152,-2.710286,3.451429,-0.038857,0.038857,0.054952,-2.720000,3.451429
897250,152,-2.710286,3.441714,0.000000,-0.038857,0.038857,-2.720000,3.451429
897500,152,-2.710286,3.451429,0.000000,0.038857,0.038857,-2.710286,3.451429
897750,152,-2.720000,3.451429,-0.038857,0.000000,0.038857,-2.700571,3.451429
898000,152,-2.720000,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
898250,152,-2.720000,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
898500,152,-2.710286,3.451429,0.038857,0.000000,0.038857,-2.710286,3.451429
898750,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.710286,3.451429
899000,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
899250,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.710286,3.451429
899500,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.700571,3.451429
899750,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
900000,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
900250,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
900500,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.700571,3.451429
900750,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
901000,152,-2.700571,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
901250,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
901500,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.710286,3.451429
901750,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
902000,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
902250,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
902500,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
902750,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
903000,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
903250,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
903500,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
903750,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
904000,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
904250,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
904500,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
904750,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.720000,3.451429
905000,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.710286,3.451429
905250,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
905500,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.700571,3.451429
905750,152,-2.720000,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
906000,152,-2.710286,3.451429,0.038857,0.000000,0.038857,-2.700571,3.451429
906250,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.710286,3.451429
906500,152,-2.700571,3.451429,0.038857,0.000000,0.038857,NaN,NaN
906750,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.710286,3.451429
907000,152,-2.700571,3.451429,0.038857,0.000000,0.038857,-2.690857,3.451429
907250,152,-2.710286,3.451429,-0.038857,0.000000,0.038857,-2.156571,3.373714
907750,152,-2.710286,3.451429,0.000000,0.000000,0.000000,-2.088571,3.373714
908000,152,-2.690857,3.451429,0.077714,0.000000,0.077714,NaN,NaN
908250,152,-2.156571,3.373714,2.137143,-0.310857,2.159632,NaN,NaN
908500,152,-2.700571,3.451429,-2.176000,0.310857,2.198092,NaN,NaN
908750,152,-2.088571,3.373714,2.448000,-0.310857,2.467658,NaN,NaN
894750,153,-1.282286,2.577143,0.582857,-1.204571,1.338176,-0.699429,1.926286
895000,153,-1.126857,2.285714,0.621714,-1.165714,1.321143,-0.495429,1.780571
895250,153,-0.961714,1.994286,0.660571,-1.165714,1.339867,-0.252571,1.693143
895500,153,-0.854857,1.887429,0.427429,-0.427429,0.604475,-0.155429,1.625143
895750,153,-0.699429,1.926286,0.621714,0.155429,0.640848,0.077714,1.489143
896000,153,-0.495429,1.780571,0.816000,-0.582857,1.002785,0.262286,1.440571
896250,153,-0.252571,1.693143,0.971429,-0.349714,1.032460,0.340000,1.411429
896500,153,-0.155429,1.625143,0.388571,-0.272000,0.474312,0.320571,1.421143
896750,153,0.077714,1.489143,0.932571,-0.544000,1.079641,0.903429,1.392000
897000,153,0.262286,1.440571,0.738286,-0.194286,0.763422,1.107429,1.392000
897250,153,0.340000,1.411429,0.310857,-0.116571,0.331996,1.204571,1.372571
897500,153,0.320571,1.421143,-0.077714,0.038857,0.086887,1.107429,1.392000
897750,153,0.903429,1.392000,2.331429,-0.116571,2.334341,1.496000,1.294857
898000,153,1.107429,1.392000,0.816000,0.000000,0.816000,NaN,NaN
898250,153,1.204571,1.372571,0.388571,-0.077714,0.396267,NaN,NaN
898500,153,1.107429,1.392000,-0.388571,0.077714,0.396267,NaN,NaN
898750,153,1.496000,1.294857,1.554286,-0.388571,1.602121,NaN,NaN
904250,154,1.311429,2.120571,-1.126857,-0.388571,1.191971,0.427429,1.965143
905000,154,0.709143,2.013714,-0.803048,-0.142476,0.815589,-0.068000,2.110857
905250,154,0.427429,1.965143,-1.126857,-0.194286,1.143483,-0.272000,2.091429
905500,154,0.485714,2.072000,0.233143,0.427429,0.486879,-0.369143,2.227429
905750,154,0.116571,1.936000,-1.476571,-0.544000,1.573594,-0.563429,2.334286
906000,154,-0.068000,2.110857,-0.738286,0.699429,1.016989,-0.777143,2.412000
906250,154,-0.272000,2.091429,-0.816000,-0.077714,0.819692,-0.777143,2.392571
906500,154,-0.369143,2.227429,-0.388571,0.544000,0.668524,-1.010286,2.703429
906750,154,-0.563429,2.334286,-0.777143,0.427429,0.886931,NaN,NaN
907000,154,-0.777143,2.412000,-0.854857,0.310857,0.909622,-1.301714,3.033714
907250,154,-0.777143,2.392571,0.000000,-0.077714,0.077714,NaN,NaN
907500,154,-1.010286,2.703429,-0.932571,1.243429,1.554286,NaN,NaN
908000,154,-1.301714,3.033714,-0.582857,0.660571,0.880952,NaN,NaN
921250,156,-1.311429,1.178286,0.349714,-0.349714,0.494571,-0.194286,1.460000
921500,156,-1.136571,1.207429,0.699429,0.116571,0.709076,0.038857,1.469714
921750,156,-0.816000,1.217143,1.282286,0.038857,1.282874,0.077714,1.460000
922000,156,-0.903429,1.197714,-0.349714,-0.077714,0.358245,0.184571,1.469714
922250,156,-0.194286,1.460000,2.836571,1.049143,3.024374,NaN,NaN
922500,156,0.038857,1.469714,0.932571,0.038857,0.933381,1.078286,1.800000
922750,156,0.077714,1.460000,0.155429,-0.038857,0.160212,1.457143,1.761143
923000,156,0.184571,1.469714,0.427429,0.038857,0.429191,NaN,NaN
923500,156,1.078286,1.800000,1.787429,0.660571,1.905585,2.146857,2.023429
923750,156,1.457143,1.761143,1.515429,-0.155429,1.523378,NaN,NaN
924500,156,2.146857,2.023429,0.919619,0.349714,0.983870,NaN,NaN
930750,158,0.330286,1.430857,-1.398857,-0.738286,1.581729,-0.680000,1.149143
931000,158,0.029143,1.333714,-1.204571,-0.388571,1.265694,-0.903429,1.236571
931500,158,-0.330286,1.197714,-0.718857,-0.272000,0.768596,-1.020000,1.168571
931750,158,-0.680000,1.149143,-1.398857,-0.194286,1.412285,NaN,NaN
932000,158,-0.903429,1.236571,-0.893714,0.349714,0.959701,NaN,NaN
932250,158,-1.039429,1.158857,-0.544000,-0.310857,0.626553,NaN,NaN
932500,158,-1.020000,1.168571,0.077714,0.038857,0.086887,NaN,NaN
943500,159,-1.534857,3.364000,2.525714,-0.038857,2.526013,-1.058857,2.334286
943750,159,-1.447429,2.965714,0.349714,-1.593143,1.631075,-0.961714,2.188571
944000,159,-1.253143,2.810286,0.777143,-0.621714,0.995228,-0.816000,2.208000
944250,159,-1.272571,2.654857,-0.077714,-0.621714,0.626553,-0.825714,2.237143
944500,159,-1.058857,2.334286,0.854857,-1.282286,1.541116,NaN,NaN
944750,159,-0.961714,2.188571,0.388571,-0.582857,0.700507,-0.592571,2.033143
945000,159,-0.816000,2.208000,0.582857,0.077714,0.588015,-0.563429,2.033143
945250,159,-0.825714,2.237143,-0.038857,0.116571,0.122877,-0.592571,2.052571
945750,159,-0.592571,2.033143,0.466286,-0.408000,0.619586,-0.573143,2.052571
946000,159,-0.563429,2.033143,0.116571,0.000000,0.116571,-0.563429,2.062286
946250,159,-0.592571,2.052571,-0.116571,0.077714,0.140101,-0.573143,2.062286
946500,159,-0.563429,2.052571,0.116571,0.000000,0.116571,-0.582857,2.081714
946750,159,-0.573143,2.052571,-0.038857,0.000000,0.038857,-0.592571,2.072000
947000,159,-0.563429,2.062286,0.038857,0.038857,0.054952,-0.592571,2.072000
947250,159,-0.573143,2.062286,-0.038857,0.000000,0.038857,-0.582857,2.062286
947500,159,-0.582857,2.081714,-0.038857,0.077714,0.086887,-0.573143,2.130286
947750,159,-0.592571,2.072000,-0.038857,-0.038857,0.054952,-0.476000,2.140000
948000,159,-0.592571,2.072000,0.000000,0.000000,0.000000,-0.495429,2.130286
948250,159,-0.582857,2.062286,0.038857,-0.038857,0.054952,-0.340000,2.042857
948500,159,-0.573143,2.130286,0.038857,0.272000,0.274761,-0.505143,2.091429
948750,159,-0.476000,2.140000,0.388571,0.038857,0.390509,-0.408000,2.091429
949000,159,-0.495429,2.130286,-0.077714,-0.038857,0.086887,0.718857,1.829143
949250,159,-0.340000,2.042857,0.621714,-0.349714,0.713322,NaN,NaN
949500,159,-0.505143,2.091429,-0.660571,0.194286,0.688550,1.301714,1.421143
949750,159,-0.408000,2.091429,0.388571,0.000000,0.388571,NaN,NaN
950000,159,0.718857,1.829143,4.507429,-1.049143,4.627917,1.913714,1.362857
950500,159,1.301714,1.421143,1.165714,-0.816000,1.422936,NaN,NaN
951000,159,1.913714,1.362857,1.224000,-0.116571,1.229538,NaN,NaN
946500,161,2.739429,1.285143,0.000000,-0.233143,0.233143,2.661714,1.440571
946750,161,2.690857,1.362857,-0.194286,0.310857,0.366578,2.661714,1.460000
947000,161,2.720000,1.324000,0.116571,-0.155429,0.194286,2.671429,1.430857
947250,161,2.710286,1.343429,-0.038857,0.077714,0.086887,2.710286,1.372571
