t_ms,id,x,y,vx,vy,v,x_plus_1,y_plus_1
276250,46,-1.243429,1.256000,0.388571,0.000000,0.388571,NaN,NaN
274750,48,2.467429,3.266857,-0.194286,0.233143,0.303484,2.457714,3.257143
275000,48,2.516000,3.189143,0.194286,-0.310857,0.366578,2.457714,3.257143
275250,48,2.457714,3.257143,-0.233143,0.272000,0.358245,NaN,NaN
275500,48,2.457714,3.257143,0.000000,0.000000,0.000000,NaN,NaN
275750,48,2.457714,3.257143,0.000000,0.000000,0.000000,NaN,NaN
276000,48,2.457714,3.257143,0.000000,0.000000,0.000000,NaN,NaN
287750,49,-0.505143,1.421143,0.880762,0.401524,0.967968,-0.553714,2.334286
288000,49,-0.476000,1.557143,0.116571,0.544000,0.556350,NaN,NaN
288250,49,-0.476000,1.887429,0.000000,1.321143,1.321143,NaN,NaN
288500,49,-0.485714,2.101143,-0.038857,0.854857,0.855740,-1.068571,3.033714
288750,49,-0.553714,2.334286,-0.272000,0.932571,0.971429,-1.262857,3.441714
289500,49,-1.068571,3.033714,-0.686476,0.932571,1.157989,NaN,NaN
289750,49,-1.262857,3.441714,-0.777143,1.632000,1.807588,NaN,NaN
296000,50,-0.971429,2.684000,0.634667,-0.828952,1.044013,-0.223429,2.285714
296250,50,-0.786857,2.431429,0.738286,-1.010286,1.251297,0.359429,1.780571
296500,50,-0.563429,2.227429,0.893714,-0.816000,1.210199,NaN,NaN
296750,50,-0.165143,2.217714,1.593143,-0.038857,1.593617,0.990857,1.586286
297000,50,-0.223429,2.285714,-0.233143,0.272000,0.358245,1.292000,1.566857
297250,50,0.359429,1.780571,2.331429,-2.020571,3.085169,NaN,NaN
297750,50,0.990857,1.586286,1.262857,-0.388571,1.321286,NaN,NaN
298000,50,1.292000,1.566857,1.204571,-0.077714,1.207076,NaN,NaN
303000,51,1.379429,1.858286,-0.952000,0.213714,0.975693,0.068000,1.469714
303250,51,0.942286,1.809714,-1.748571,-0.194286,1.759332,-0.165143,1.479429
303500,51,0.612000,1.625143,-1.321143,-0.738286,1.513435,-0.310857,1.392000
304000,51,0.068000,1.469714,-1.088000,-0.310857,1.131537,-0.981143,1.256000
304250,51,-0.165143,1.479429,-0.932571,0.038857,0.933381,-1.078286,1.246286
304500,51,-0.310857,1.392000,-0.582857,-0.349714,0.679722,-1.185143,1.246286
304750,51,-0.786857,1.275429,-1.904000,-0.466286,1.960265,NaN,NaN
305000,51,-0.981143,1.256000,-0.777143,-0.077714,0.781019,NaN,NaN
305250,51,-1.078286,1.246286,-0.388571,-0.038857,0.390509,NaN,NaN
305500,51,-1.185143,1.246286,-0.427429,0.000000,0.427429,NaN,NaN
318250,53,-0.952000,2.392571,0.569905,-1.347048,1.462644,0.136000,2.004000
318500,53,-0.738286,2.256571,0.854857,-0.544000,1.013270,0.068000,1.848571
318750,53,-0.388571,2.091429,1.398857,-0.660571,1.546983,0.689714,1.576571
319000,53,-0.087429,1.965143,1.204571,-0.505143,1.306201,NaN,NaN
319250,53,0.136000,2.004000,0.893714,0.155429,0.907129,NaN,NaN
319500,53,0.068000,1.848571,-0.272000,-0.621714,0.678611,NaN,NaN
319750,53,0.689714,1.576571,2.486857,-1.088000,2.714443,NaN,NaN
327000,54,0.612000,2.072000,-1.340571,0.427429,1.407063,NaN,NaN
327250,54,0.291429,2.120571,-1.282286,0.194286,1.296921,-1.039429,2.722857
327500,54,0.398286,2.101143,0.427429,-0.077714,0.434436,-0.971429,2.907429
327750,54,-0.291429,2.460571,-2.758857,1.437714,3.110999,NaN,NaN
328250,54,-1.039429,2.722857,-1.496000,0.524571,1.585305,NaN,NaN
328500,54,-0.971429,2.907429,0.272000,0.738286,0.786797,NaN,NaN
334250,55,-1.292000,2.975429,0.272000,-1.398857,1.425056,-0.194286,2.518857
334500,55,-1.107429,2.781143,0.738286,-0.777143,1.071922,0.136000,2.344000
334750,55,-0.922857,2.926857,0.738286,0.582857,0.940632,0.476000,2.402286
335000,55,-0.893714,2.956000,0.116571,0.116571,0.164857,0.718857,2.285714
335250,55,-0.194286,2.518857,2.797714,-1.748571,3.299198,0.961714,2.237143
335500,55,0.136000,2.344000,1.321143,-0.699429,1.494864,0.942286,2.266286
335750,55,0.476000,2.402286,1.360000,0.233143,1.379839,0.786857,2.324571
336000,55,0.718857,2.285714,0.971429,-0.466286,1.077542,NaN,NaN
336250,55,0.961714,2.237143,0.971429,-0.194286,0.990667,NaN,NaN
336500,55,0.942286,2.266286,-0.077714,0.116571,0.140101,NaN,NaN
336750,55,0.786857,2.324571,-0.621714,0.233143,0.663991,NaN,NaN
341500,57,1.292000,1.421143,-1.398857,-0.019429,1.398992,0.174857,1.314286
341750,57,1.088000,1.343429,-0.816000,-0.310857,0.873206,-0.097143,1.362857
342000,57,0.767429,1.498857,-1.282286,0.621714,1.425056,-0.437143,1.226857
342250,57,0.592571,1.489143,-0.699429,-0.038857,0.700507,-0.582857,1.197714
342500,57,0.174857,1.314286,-1.670857,-0.699429,1.811343,-0.524571,1.207429
342750,57,-0.097143,1.362857,-1.088000,0.194286,1.105211,-1.204571,1.285143
343000,57,-0.437143,1.226857,-1.360000,-0.544000,1.464765,-1.321143,1.256000
343250,57,-0.582857,1.197714,-0.582857,-0.116571,0.594400,-1.379429,1.256000
343500,57,-0.524571,1.207429,0.233143,0.038857,0.236359,NaN,NaN
343750,57,-1.204571,1.285143,-2.720000,0.310857,2.737706,NaN,NaN
344000,57,-1.321143,1.256000,-0.466286,-0.116571,0.480636,NaN,NaN
344250,57,-1.379429,1.256000,-0.233143,0.000000,0.233143,NaN,NaN
355500,60,-1.398857,3.169714,1.826286,-0.971429,2.068573,-0.728571,2.178857
356000,60,-1.107429,2.606286,0.582857,-1.126857,1.268672,-0.378857,1.664000
356250,60,-0.932571,2.460571,0.699429,-0.582857,0.910452,-0.184571,1.489143
356500,60,-0.728571,2.178857,0.816000,-1.126857,1.391281,-0.038857,1.246286
356750,60,-0.534286,1.965143,0.777143,-0.854857,1.155306,0.204000,1.178286
357000,60,-0.378857,1.664000,0.621714,-1.204571,1.355552,NaN,NaN
357250,60,-0.184571,1.489143,0.777143,-0.699429,1.045539,NaN,NaN
357500,60,-0.038857,1.246286,0.582857,-0.971429,1.132871,NaN,NaN
357750,60,0.204000,1.178286,0.971429,-0.272000,1.008790,NaN,NaN
362750,62,0.048571,1.469714,-0.544000,1.360000,1.464765,-0.757714,2.382857
363000,62,-0.009714,1.683429,-0.233143,0.854857,0.886079,-1.117143,3.344571
363250,62,-0.359429,1.906857,-1.398857,0.893714,1.659978,NaN,NaN
363500,62,-0.427429,2.246857,-0.272000,1.360000,1.386933,NaN,NaN
363750,62,-0.757714,2.382857,-1.321143,0.544000,1.428760,NaN,NaN
364000,62,-1.117143,3.344571,-1.437714,3.846857,4.106742,NaN,NaN
363500,63,-2.758857,3.422286,0.116571,0.038857,0.122877,-2.739429,3.412571
363750,63,-2.788000,3.412571,-0.116571,-0.038857,0.122877,NaN,NaN
364500,63,-2.739429,3.412571,0.064762,0.000000,0.064762,-2.749143,3.412571
365000,63,-2.729714,3.412571,0.019429,0.000000,0.019429,NaN,NaN
365250,63,-2.710286,3.422286,0.077714,0.038857,0.086887,NaN,NaN
365500,63,-2.749143,3.412571,-0.155429,-0.038857,0.160212,NaN,NaN
370000,64,-1.253143,3.033714,1.884571,-0.777143,2.038519,-0.145714,2.606286
370250,64,-1.175429,2.761714,0.310857,-1.088000,1.131537,0.184571,2.460571
370500,64,-0.728571,2.684000,1.787429,-0.310857,1.814258,0.602286,2.421714
370750,64,-0.534286,2.528571,0.777143,-0.621714,0.995228,0.252571,2.470286
371000,64,-0.145714,2.606286,1.554286,0.310857,1.585067,1.136571,2.324571
371250,64,0.184571,2.460571,1.321143,-0.582857,1.444002,NaN,NaN
371500,64,0.602286,2.421714,1.670857,-0.155429,1.678071,1.904000,2.344000
371750,64,0.252571,2.470286,-1.398857,0.194286,1.412285,NaN,NaN
372000,64,1.136571,2.324571,3.536000,-0.582857,3.583716,NaN,NaN
372500,64,1.904000,2.344000,1.534857,0.038857,1.535349,NaN,NaN
371000,65,-2.127429,3.412571,-0.077714,0.000000,0.077714,-2.137143,3.412571
371250,65,-2.146857,3.412571,-0.077714,0.000000,0.077714,-2.137143,3.412571
371500,65,-2.156571,3.412571,-0.038857,0.000000,0.038857,-2.137143,3.412571
371750,65,-2.146857,3.412571,0.038857,0.000000,0.038857,-2.108000,3.412571
372000,65,-2.137143,3.412571,0.038857,0.000000,0.038857,NaN,NaN
372250,65,-2.137143,3.412571,0.000000,0.000000,0.000000,NaN,NaN
372500,65,-2.137143,3.412571,0.000000,0.000000,0.000000,NaN,NaN
372750,65,-2.108000,3.412571,0.116571,0.000000,0.116571,NaN,NaN
377500,66,1.214286,1.343429,-0.155429,-1.243429,1.253105,NaN,NaN
377750,66,0.660571,1.576571,-2.214857,0.932571,2.403182,-0.786857,1.207429
378250,66,-0.116571,1.498857,-1.554286,-0.155429,1.562038,-1.301714,1.304571
378750,66,-0.786857,1.207429,-1.340571,-0.582857,1.461798,NaN,NaN
379250,66,-1.301714,1.304571,-1.029714,0.194286,1.047883,NaN,NaN
385750,68,-1.369714,1.557143,0.155429,0.000000,0.155429,-0.602286,2.256571
386000,68,-1.311429,1.625143,0.233143,0.272000,0.358245,-0.650857,2.276000
386250,68,-1.185143,1.790286,0.505143,0.660571,0.831579,-0.252571,2.839429
386500,68,-0.932571,2.072000,1.010286,1.126857,1.513435,-0.106857,2.897714
386750,68,-0.602286,2.256571,1.321143,0.738286,1.513435,-0.048571,2.994857
387000,68,-0.650857,2.276000,-0.194286,0.077714,0.209252,0.359429,3.082286
387250,68,-0.252571,2.839429,1.593143,2.253714,2.759951,0.038857,3.092000
387500,68,-0.106857,2.897714,0.582857,0.233143,0.627756,0.903429,3.422286
387750,68,-0.048571,2.994857,0.233143,0.388571,0.453148,NaN,NaN
388000,68,0.359429,3.082286,1.632000,0.349714,1.669049,NaN,NaN
388250,68,0.038857,3.092000,-1.282286,0.038857,1.282874,NaN,NaN
388500,68,0.903429,3.422286,3.458286,1.321143,3.702048,NaN,NaN
392750,69,0.544000,2.858857,-1.204571,-0.893714,1.499906,0.116571,1.566857
393000,69,0.272000,2.810286,-1.088000,-0.194286,1.105211,0.184571,1.362857
393250,69,0.301143,2.820000,0.116571,0.038857,0.122877,NaN,NaN
393500,69,0.242857,1.926286,-0.233143,-3.574857,3.582452,NaN,NaN
393750,69,0.116571,1.566857,-0.505143,-1.437714,1.523874,NaN,NaN
394000,69,0.184571,1.362857,0.272000,-0.816000,0.860140,NaN,NaN
413000,74,-1.321143,1.372571,0.505143,0.233143,0.556350,-0.437143,1.528000
413250,74,-1.253143,1.285143,0.272000,-0.349714,0.443040,-0.204000,1.586286
413500,74,-1.058857,1.285143,0.777143,0.000000,0.777143,0.136000,1.770857
413750,74,-1.058857,1.285143,0.000000,0.000000,0.000000,0.242857,1.877714
414000,74,-0.437143,1.528000,2.486857,0.971429,2.669856,0.456571,1.829143
414250,74,-0.204000,1.586286,0.932571,0.233143,0.961273,0.514857,1.848571
414500,74,0.136000,1.770857,1.360000,0.738286,1.547471,0.573143,1.877714
414750,74,0.242857,1.877714,0.427429,0.427429,0.604475,0.573143,1.887429
415000,74,0.456571,1.829143,0.854857,-0.194286,0.876657,0.544000,1.916571
415250,74,0.514857,1.848571,0.233143,0.077714,0.245754,0.592571,1.926286
415500,74,0.573143,1.877714,0.233143,0.116571,0.260662,0.582857,1.936000
415750,74,0.573143,1.887429,0.000000,0.038857,0.038857,0.699429,1.936000
416000,74,0.544000,1.916571,-0.116571,0.116571,0.164857,0.582857,1.936000
416250,74,0.592571,1.926286,0.194286,0.038857,0.198133,NaN,NaN
416500,74,0.582857,1.936000,-0.038857,0.038857,0.054952,0.670286,1.916571
416750,74,0.699429,1.936000,0.466286,0.000000,0.466286,NaN,NaN
417000,74,0.582857,1.936000,-0.466286,0.000000,0.466286,0.631429,1.916571
417500,74,0.670286,1.916571,0.174857,-0.038857,0.179123,0.582857,1.945714
418000,74,0.631429,1.916571,-0.077714,0.000000,0.077714,0.631429,1.945714
418500,74,0.582857,1.945714,-0.097143,0.058286,0.113287,0.689714,1.955429
418750,74,0.621714,1.984571,0.155429,0.155429,0.219809,0.680000,1.994286
419000,74,0.631429,1.945714,0.038857,-0.155429,0.160212,0.738286,1.936000
419250,74,0.650857,1.955429,0.077714,0.038857,0.086887,0.709143,1.984571
419500,74,0.689714,1.955429,0.155429,0.000000,0.155429,0.660571,2.023429
419750,74,0.680000,1.994286,-0.038857,0.155429,0.160212,0.699429,2.169143
420000,74,0.738286,1.936000,0.233143,-0.233143,0.329714,0.563429,2.509143
420250,74,0.709143,1.984571,-0.116571,0.194286,0.226574,0.602286,2.829714
420500,74,0.660571,2.023429,-0.194286,0.155429,0.248807,NaN,NaN
420750,74,0.699429,2.169143,0.155429,0.582857,0.603225,NaN,NaN
421000,74,0.563429,2.509143,-0.544000,1.360000,1.464765,NaN,NaN
421250,74,0.602286,2.829714,0.155429,1.282286,1.291671,NaN,NaN
426500,75,0.408000,2.674286,-0.427429,-1.204571,1.278158,NaN,NaN
426750,75,0.437143,2.276000,0.116571,-1.593143,1.597402,-0.291429,1.207429
427000,75,0.213714,1.994286,-0.893714,-1.126857,1.438239,-0.476000,1.149143
427250,75,0.048571,1.615429,-0.660571,-1.515429,1.653142,-0.514857,1.139429
427750,75,-0.291429,1.207429,-0.680000,-0.816000,1.062194,NaN,NaN
428000,75,-0.476000,1.149143,-0.738286,-0.233143,0.774223,NaN,NaN
428250,75,-0.514857,1.139429,-0.155429,-0.038857,0.160212,NaN,NaN
428500,75,-1.301714,1.265714,-3.147429,0.505143,3.187707,NaN,NaN
448250,77,0.709143,1.547429,-0.932571,-1.088000,1.432981,NaN,NaN
448500,77,0.330286,1.343429,-1.515429,-0.816000,1.721157,NaN,NaN
448750,77,0.106857,1.120000,-0.893714,-0.893714,1.263903,-0.650857,1.188000
449750,77,-0.650857,1.188000,-0.757714,0.068000,0.760759,NaN,NaN
450000,77,-0.767429,1.537714,-0.466286,1.398857,1.474525,NaN,NaN
450250,77,-0.981143,1.858286,-0.854857,1.282286,1.541116,NaN,NaN
450500,77,-1.068571,2.266286,-0.349714,1.632000,1.669049,NaN,NaN
462750,78,-1.233714,1.246286,0.427429,-0.194286,0.469513,-0.106857,1.664000
463000,78,-1.165714,1.217143,0.272000,-0.116571,0.295927,-0.223429,1.421143
463250,78,-0.670286,1.353143,1.981714,0.544000,2.055025,0.427429,1.450286
463500,78,-0.301143,1.382286,1.476571,0.116571,1.481166,NaN,NaN
463750,78,-0.106857,1.664000,0.777143,1.126857,1.368853,1.156000,1.537714
464000,78,-0.223429,1.421143,-0.466286,-0.971429,1.077542,1.525143,1.450286
464250,78,0.427429,1.450286,2.603429,0.116571,2.606037,NaN,NaN
464750,78,1.156000,1.537714,1.457143,0.174857,1.467597,NaN,NaN
465000,78,1.525143,1.450286,1.476571,-0.349714,1.517420,NaN,NaN
470250,82,0.544000,2.460571,-1.262857,0.369143,1.315703,-0.252571,2.839429
470500,82,0.330286,2.499429,-0.854857,0.155429,0.868872,NaN,NaN
470750,82,0.388571,2.499429,0.233143,0.000000,0.233143,NaN,NaN
471000,82,-0.446857,2.839429,-3.341714,1.360000,3.607860,NaN,NaN
471250,82,-0.252571,2.839429,0.777143,0.000000,0.777143,NaN,NaN
470750,84,-2.156571,3.412571,0.077714,0.097143,0.124404,-1.350286,3.393143
471000,84,-2.069143,3.451429,0.349714,0.155429,0.382698,-1.369714,3.393143
471250,84,-2.069143,3.451429,0.000000,0.000000,0.000000,-1.369714,3.393143
471750,84,-1.350286,3.393143,1.437714,-0.116571,1.442432,-2.117714,3.412571
472000,84,-1.369714,3.393143,-0.077714,0.000000,0.077714,-2.108000,3.422286
472250,84,-1.369714,3.393143,0.000000,0.000000,0.000000,-2.108000,3.422286
472750,84,-2.117714,3.412571,-1.496000,0.038857,1.496505,-2.088571,3.441714
473000,84,-2.108000,3.422286,0.038857,0.038857,0.054952,-2.069143,3.451429
473250,84,-2.108000,3.422286,0.000000,0.000000,0.000000,-2.069143,3.451429
473500,84,-2.088571,3.441714,0.077714,0.077714,0.109905,NaN,NaN
473750,84,-2.088571,3.441714,0.000000,0.000000,0.000000,NaN,NaN
474000,84,-2.069143,3.451429,0.077714,0.038857,0.086887,NaN,NaN
474250,84,-2.069143,3.451429,0.000000,0.000000,0.000000,NaN,NaN
484500,85,-1.175429,1.188000,0.816000,-0.388571,0.903794,-0.097143,1.460000
484750,85,-1.010286,1.343429,0.660571,0.621714,0.907129,0.087429,1.440571
485000,85,-0.845143,1.275429,0.660571,-0.272000,0.714380,0.378857,1.479429
485250,85,-0.485714,1.372571,1.437714,0.388571,1.489299,0.777143,1.615429
485500,85,-0.097143,1.460000,1.554286,0.349714,1.593143,1.029714,1.498857
485750,85,0.087429,1.440571,0.738286,-0.077714,0.742365,0.864571,1.586286
486000,85,0.378857,1.479429,1.165714,0.155429,1.176031,1.466857,1.333714
486250,85,0.777143,1.615429,1.593143,0.544000,1.683461,NaN,NaN
486500,85,1.029714,1.498857,1.010286,-0.466286,1.112699,2.078857,1.333714
486750,85,0.864571,1.586286,-0.660571,0.349714,0.747432,NaN,NaN
487000,85,1.466857,1.333714,2.409143,-1.010286,2.612402,NaN,NaN
487500,85,2.078857,1.333714,1.224000,0.000000,1.224000,NaN,NaN
493000,86,0.174857,2.373143,-1.088000,0.349714,1.142823,-1.078286,2.878286
493250,86,-0.272000,2.548000,-1.787429,0.699429,1.919401,-0.932571,2.897714
493500,86,-0.485714,2.664571,-0.854857,0.466286,0.973757,-1.428000,3.441714
493750,86,-0.884000,2.897714,-1.593143,0.932571,1.846021,NaN,NaN
494000,86,-1.078286,2.878286,-0.777143,-0.077714,0.781019,NaN,NaN
494250,86,-0.932571,2.897714,0.582857,0.077714,0.588015,NaN,NaN
494500,86,-1.428000,3.441714,-1.981714,2.176000,2.943156,NaN,NaN
507000,87,-1.418286,1.207429,0.272000,0.038857,0.274761,-0.942286,1.158857
507250,87,-1.262857,1.275429,0.621714,0.272000,0.678611,-0.738286,1.188000
507500,87,-1.233714,1.188000,0.116571,-0.349714,0.368631,-0.680000,1.188000
507750,87,-0.932571,1.178286,1.204571,-0.038857,1.205198,-0.563429,1.236571
508000,87,-0.942286,1.158857,-0.038857,-0.077714,0.086887,-0.631429,1.188000
508250,87,-0.738286,1.188000,0.816000,0.116571,0.824284,-0.660571,1.188000
508500,87,-0.680000,1.188000,0.233143,0.000000,0.233143,0.058286,1.440571
508750,87,-0.563429,1.236571,0.466286,0.194286,0.505143,0.077714,1.518286
509000,87,-0.631429,1.188000,-0.272000,-0.194286,0.334262,0.184571,1.498857
509250,87,-0.660571,1.188000,-0.116571,0.000000,0.116571,0.272000,1.508571
509500,87,0.058286,1.440571,2.875429,1.010286,3.047748,0.398286,1.528000
509750,87,0.077714,1.518286,0.077714,0.310857,0.320424,0.349714,1.518286
510000,87,0.184571,1.498857,0.427429,-0.077714,0.434436,0.359429,1.528000
510250,87,0.272000,1.508571,0.349714,0.038857,0.351866,1.068571,1.596000
510500,87,0.398286,1.528000,0.505143,0.077714,0.511086,1.185143,1.683429
510750,87,0.349714,1.518286,-0.194286,-0.038857,0.198133,NaN,NaN
511000,87,0.359429,1.528000,0.038857,0.038857,0.054952,NaN,NaN
511250,87,1.068571,1.596000,2.836571,0.272000,2.849583,1.690286,1.460000
511500,87,1.185143,1.683429,0.466286,0.349714,0.582857,NaN,NaN
512250,87,1.690286,1.460000,0.673524,-0.297905,0.736466,NaN,NaN
517750,90,1.340571,2.101143,-0.349714,0.388571,0.522769,0.796571,1.984571
518000,90,1.233714,2.062286,-0.427429,-0.155429,0.454811,0.359429,1.897143
518250,90,1.029714,2.004000,-0.816000,-0.233143,0.848653,0.242857,2.004000
518500,90,0.728571,1.994286,-1.204571,-0.038857,1.205198,0.184571,1.887429
518750,90,0.796571,1.984571,0.272000,-0.038857,0.274761,0.048571,1.819429
519000,90,0.359429,1.897143,-1.748571,-0.349714,1.783200,-0.029143,1.770857
519250,90,0.242857,2.004000,-0.466286,0.427429,0.632548,-0.359429,1.644571
519500,90,0.184571,1.887429,-0.233143,-0.466286,0.521323,-0.427429,1.576571
519750,90,0.048571,1.819429,-0.544000,-0.272000,0.608210,-0.592571,1.528000
520000,90,-0.029143,1.770857,-0.310857,-0.194286,0.366578,-0.573143,1.498857
520250,90,-0.359429,1.644571,-1.321143,-0.505143,1.414421,-0.903429,1.353143
520500,90,-0.427429,1.576571,-0.272000,-0.272000,0.384666,-0.990857,1.275429
520750,90,-0.592571,1.528000,-0.660571,-0.194286,0.688550,-1.175429,1.285143
521000,90,-0.573143,1.498857,0.077714,-0.116571,0.140101,-1.340571,1.265714
521250,90,-0.903429,1.353143,-1.321143,-0.582857,1.444002,-1.330857,1.265714
521500,90,-0.990857,1.275429,-0.349714,-0.310857,0.467902,NaN,NaN
521750,90,-1.175429,1.285143,-0.738286,0.038857,0.739308,NaN,NaN
522000,90,-1.340571,1.265714,-0.660571,-0.077714,0.665127,NaN,NaN
522250,90,-1.330857,1.265714,0.038857,0.000000,0.038857,NaN,NaN
536250,92,-1.204571,2.849143,0.252571,-0.913143,0.947429,NaN,NaN
537000,92,-0.446857,2.635429,1.010286,-0.284952,1.049702,0.340000,2.616000
537500,92,-0.019429,2.518857,0.854857,-0.233143,0.886079,0.369143,2.557714
537750,92,0.204000,2.557714,0.893714,0.155429,0.907129,0.932571,2.538286
538000,92,0.340000,2.616000,0.544000,0.233143,0.591854,NaN,NaN
538250,92,0.602286,2.489714,1.049143,-0.505143,1.164418,NaN,NaN
538500,92,0.369143,2.557714,-0.932571,0.272000,0.971429,NaN,NaN
538750,92,0.932571,2.538286,2.253714,-0.077714,2.255054,NaN,NaN
544750,93,0.408000,1.178286,-1.088000,-0.116571,1.094227,NaN,NaN
545000,93,0.204000,1.178286,-0.816000,0.000000,0.816000,-0.446857,1.149143
545250,93,0.058286,1.188000,-0.582857,0.038857,0.584151,NaN,NaN
545500,93,0.145714,1.178286,0.349714,-0.038857,0.351866,NaN,NaN
546000,93,-0.446857,1.149143,-1.185143,-0.058286,1.186575,NaN,NaN
557500,97,-1.146286,1.256000,0.699429,-0.233143,0.737262,-0.048571,1.440571
557750,97,-1.214286,1.236571,-0.272000,-0.077714,0.282884,0.476000,1.576571
558500,97,-0.048571,1.440571,1.554286,0.272000,1.577906,NaN,NaN
558750,97,0.476000,1.576571,2.098286,0.544000,2.167657,NaN,NaN
559000,97,0.767429,1.761143,1.165714,0.738286,1.379839,NaN,NaN
564500,98,1.204571,2.140000,-1.010286,-1.243429,1.602121,0.349714,1.761143
565000,98,0.893714,2.023429,-0.621714,-0.233143,0.663991,-0.495429,1.372571
565250,98,0.854857,1.858286,-0.155429,-0.660571,0.678611,NaN,NaN
565500,98,0.349714,1.761143,-2.020571,-0.388571,2.057595,-1.360000,1.314286
566000,98,-0.495429,1.372571,-1.690286,-0.777143,1.860381,NaN,NaN
566500,98,-1.360000,1.314286,-1.729143,-0.116571,1.733068,NaN,NaN
577750,100,-1.224000,2.985143,1.632000,-0.874286,1.851432,-0.165143,1.197714
578000,100,-1.097714,2.567429,0.505143,-1.670857,1.745547,NaN,NaN
578250,100,-0.825714,2.091429,1.088000,-1.904000,2.192934,NaN,NaN
578500,100,-0.485714,1.693143,1.360000,-1.593143,2.094685,NaN,NaN
578750,100,-0.165143,1.197714,1.282286,-1.981714,2.360392,NaN,NaN
621500,107,-0.990857,1.188000,1.204571,-0.388571,1.265694,0.174857,1.382286
621750,107,-0.718857,1.226857,1.088000,0.155429,1.099046,NaN,NaN
622250,107,-0.194286,1.362857,1.049143,0.272000,1.083829,NaN,NaN
622500,107,0.174857,1.382286,1.476571,0.077714,1.478615,1.194857,1.285143
623000,107,0.670286,1.333714,0.990857,-0.097143,0.995608,1.777714,1.207429
623500,107,1.194857,1.285143,1.049143,-0.097143,1.053631,NaN,NaN
623750,107,1.418286,1.401714,0.893714,0.466286,1.008041,NaN,NaN
624000,107,1.777714,1.207429,1.437714,-0.777143,1.634311,NaN,NaN
627750,109,1.564000,1.945714,-0.997333,0.194286,1.016081,0.456571,2.227429
628000,109,1.301714,2.178857,-1.049143,0.932571,1.403706,0.145714,2.285714
628250,109,1.165714,2.081714,-0.544000,-0.388571,0.668524,-0.194286,2.382857
628500,109,0.670286,2.198286,-1.981714,0.466286,2.035832,-0.378857,2.586857
628750,109,0.456571,2.227429,-0.854857,0.116571,0.862769,-0.767429,2.722857
629000,109,0.145714,2.285714,-1.243429,0.233143,1.265097,-0.913143,2.761714
629250,109,-0.194286,2.382857,-1.360000,0.388571,1.414421,-1.360000,3.393143
629500,109,-0.378857,2.586857,-0.738286,0.816000,1.100419,-1.311429,3.451429
629750,109,-0.767429,2.722857,-1.554286,0.544000,1.646736,NaN,NaN
630000,109,-0.913143,2.761714,-0.582857,0.155429,0.603225,NaN,NaN
630250,109,-1.360000,3.393143,-1.787429,2.525714,3.094210,NaN,NaN
630500,109,-1.311429,3.451429,0.194286,0.233143,0.303484,NaN,NaN
642250,111,-0.971429,1.576571,1.010286,0.738286,1.251297,0.087429,2.538286
642500,111,-0.864571,1.712571,0.427429,0.544000,0.691832,0.126286,2.761714
642750,111,-0.670286,1.877714,0.777143,0.660571,1.019954,0.281714,3.062857
643000,111,-0.349714,2.276000,1.282286,1.593143,2.045082,NaN,NaN
643250,111,0.087429,2.538286,1.748571,1.049143,2.039167,NaN,NaN
643500,111,0.126286,2.761714,0.155429,0.893714,0.907129,NaN,NaN
643750,111,0.281714,3.062857,0.621714,1.204571,1.355552,NaN,NaN
649000,115,0.194286,2.761714,-0.816000,-1.126857,1.391281,-0.174857,1.508571
649250,115,0.242857,2.441143,0.194286,-1.282286,1.296921,-0.272000,1.168571
649750,115,0.009714,1.693143,-0.466286,-1.496000,1.566984,-1.204571,1.139429
650000,115,-0.174857,1.508571,-0.738286,-0.738286,1.044094,NaN,NaN
650250,115,-0.272000,1.168571,-0.388571,-1.360000,1.414421,NaN,NaN
650750,115,-1.204571,1.139429,-1.865143,-0.058286,1.866053,NaN,NaN
663500,116,-0.029143,2.392571,1.113905,-0.582857,1.257182,0.709143,2.295429
663750,116,0.272000,2.412000,1.204571,0.077714,1.207076,0.398286,2.042857
664000,116,0.000000,2.392571,-1.088000,-0.077714,1.090772,0.174857,1.741714
664250,116,0.660571,2.421714,2.642286,0.116571,2.644856,-0.349714,1.566857
664500,116,0.709143,2.295429,0.194286,-0.505143,0.541217,-0.680000,1.450286
664750,116,0.398286,2.042857,-1.243429,-1.010286,1.602121,-1.233714,1.324000
665000,116,0.174857,1.741714,-0.893714,-1.204571,1.499906,-1.398857,1.372571
665250,116,-0.349714,1.566857,-2.098286,-0.699429,2.211787,-1.350286,1.362857
665500,116,-0.680000,1.450286,-1.321143,-0.466286,1.401014,NaN,NaN
665750,116,-1.233714,1.324000,-2.214857,-0.505143,2.271731,NaN,NaN
666000,116,-1.398857,1.372571,-0.660571,0.194286,0.688550,NaN,NaN
666250,116,-1.350286,1.362857,0.194286,-0.038857,0.198133,NaN,NaN
674000,117,-1.292000,1.382286,0.466286,0.466286,0.659428,-0.301143,2.246857
674250,117,-1.097714,1.537714,0.777143,0.621714,0.995228,0.038857,2.509143
674500,117,-0.854857,1.770857,0.971429,0.932571,1.346612,0.068000,2.480000
674750,117,-0.505143,1.936000,1.398857,0.660571,1.546983,0.165143,2.489714
675000,117,-0.301143,2.246857,0.816000,1.243429,1.487270,0.660571,2.888000
675250,117,0.038857,2.509143,1.360000,1.049143,1.717644,NaN,NaN
